pattern_id,signs,completed,reason,T_final,rms_e,max_ratio,peak_u,max_s,tracking_success,margin_success,accepted,runtime_s
0,-1-1-1-1-1-1,1,none,60,0.0364594251602644,0.856209360214107,29.0547828176802,0.935466517668551,1,1,1,33.9497804
2,-1+1-1-1-1-1,1,none,60,0.0364856927466367,0.855926266879608,51.9940055223388,0.935466524112882,1,1,1,32.0413511
3,+1+1-1-1-1-1,1,none,60,0.0350402583085644,0.819999654942151,53.1300861604367,0.935466526858183,1,1,1,40.5641592
4,-1-1+1-1-1-1,1,none,60,0.0362617989919791,0.855697103874716,28.2654939711272,0.935466514726612,1,1,1,34.0276216
7,+1+1+1-1-1-1,1,none,60,0.0349303812221972,0.819999654942151,53.3952501416572,0.935466520521547,1,1,1,29.8793802
42,-1+1-1+1-1+1,1,none,60,0.0366094964238152,0.822039206429068,51.9191695572217,0.949545001731947,1,1,1,30.5014664
57,+1-1-1+1+1+1,1,none,60,0.0353976476982236,0.819999654942151,60.3934353124711,0.949336620212116,1,1,1,33.9649042
59,+1+1-1+1+1+1,1,none,60,0.0353844304988004,0.819999654942151,60.6057936790228,0.949651353191674,1,1,1,31.2221806
63,+1+1+1+1+1+1,1,none,60,0.0353170467328229,0.819999654942151,73.5818582540052,0.9517226751658,1,1,1,31.0942837
